epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,159.47,2.08709,2.13789,1.60359,0.27137,0.25166,0.21271,0.0713,2.14348,2.55321,1.86135,0.00332715,0.00332715,0.00332715
2,314.085,1.63637,1.5776,1.2768,0.29102,0.52769,0.39258,0.21101,1.50932,1.81648,1.33073,0.0066603,0.0066603,0.0066603
3,467.027,1.63947,1.60298,1.27226,0.37183,0.48643,0.37382,0.18065,1.8074,1.80601,1.49513,0.00999273,0.00999273,0.00999273
4,619.659,1.63309,1.59636,1.26779,0.35651,0.48538,0.38332,0.2044,1.57985,1.77991,1.37695,0.00999756,0.00999756,0.00999756
5,771.385,1.58822,1.56053,1.24842,0.37071,0.52416,0.41084,0.17709,1.93558,1.72064,1.51844,0.00999566,0.00999566,0.00999566
6,924.243,1.51877,1.49791,1.21532,0.33016,0.5237,0.37397,0.17292,1.70641,1.69877,1.39033,0.00999322,0.00999322,0.00999322
7,1082.26,1.48291,1.47899,1.1994,0.38499,0.54896,0.43241,0.20994,1.67628,1.64838,1.35433,0.00999023,0.00999023,0.00999023
8,1240.41,1.45457,1.45027,1.18642,0.37405,0.52888,0.38219,0.15037,2.0433,1.79082,1.59323,0.00998671,0.00998671,0.00998671
9,1398.35,1.42852,1.4405,1.18188,0.3649,0.57144,0.45617,0.26637,1.35033,1.54441,1.22222,0.00998264,0.00998264,0.00998264
10,1556.47,1.40969,1.41563,1.17184,0.42885,0.58016,0.49025,0.28968,1.33985,1.45102,1.23345,0.00997803,0.00997803,0.00997803
11,1714.16,1.39899,1.40191,1.16348,0.3922,0.54161,0.43663,0.21258,1.80859,1.60124,1.42722,0.00997288,0.00997288,0.00997288
12,1872.17,1.38214,1.38953,1.16137,0.40632,0.57793,0.47765,0.28168,1.38603,1.46205,1.2462,0.0099672,0.0099672,0.0099672
13,2029.84,1.3773,1.38761,1.15879,0.4443,0.56018,0.47368,0.248,1.63139,1.53511,1.33786,0.00996097,0.00996097,0.00996097
14,2188.95,1.36028,1.37171,1.14758,0.41481,0.58505,0.499,0.29292,1.35293,1.43276,1.217,0.0099542,0.0099542,0.0099542
15,2340.68,1.34843,1.36484,1.14485,0.4352,0.59196,0.50143,0.29708,1.33646,1.41272,1.21235,0.0099469,0.0099469,0.0099469
16,2493.44,1.34651,1.36044,1.14312,0.42019,0.58084,0.49093,0.29546,1.2834,1.42188,1.20013,0.00993906,0.00993906,0.00993906
17,2644.9,1.34165,1.35234,1.14221,0.44327,0.59089,0.51566,0.30786,1.33963,1.4133,1.21532,0.00993068,0.00993068,0.00993068
18,2798.07,1.33321,1.34591,1.14316,0.44343,0.58708,0.52223,0.32335,1.21171,1.37395,1.17385,0.00992177,0.00992177,0.00992177
19,2950.49,1.32296,1.33791,1.13694,0.44349,0.5724,0.50186,0.29108,1.43529,1.4181,1.2521,0.00991232,0.00991232,0.00991232
20,3102.03,1.3126,1.32993,1.13011,0.4316,0.58219,0.50271,0.27273,1.59551,1.44064,1.32503,0.00990234,0.00990234,0.00990234
21,3252.61,1.30462,1.32073,1.13384,0.45602,0.55113,0.49588,0.27315,1.53924,1.44451,1.30239,0.00989183,0.00989183,0.00989183
22,3403.85,1.30848,1.32513,1.13303,0.46959,0.57443,0.5186,0.30888,1.37227,1.38518,1.23369,0.00988079,0.00988079,0.00988079
23,3555.52,1.29835,1.3061,1.12699,0.43477,0.57971,0.49726,0.27913,1.49853,1.43567,1.28241,0.00986922,0.00986922,0.00986922
24,3706.7,1.29338,1.30395,1.12677,0.45862,0.56999,0.50769,0.2993,1.37346,1.4102,1.22365,0.00985711,0.00985711,0.00985711
25,3858.06,1.28743,1.31196,1.12492,0.4468,0.57896,0.50676,0.29033,1.45296,1.40366,1.25789,0.00984449,0.00984449,0.00984449
26,4009.33,1.29045,1.2977,1.12554,0.46911,0.59219,0.52426,0.32823,1.19537,1.3465,1.15621,0.00983133,0.00983133,0.00983133
27,4160.67,1.28595,1.30118,1.12052,0.45975,0.58845,0.52872,0.32595,1.24674,1.35094,1.17634,0.00981765,0.00981765,0.00981765
28,4311.85,1.28365,1.28892,1.12039,0.46257,0.58382,0.51848,0.30875,1.3534,1.38156,1.21211,0.00980345,0.00980345,0.00980345
29,4463.24,1.27533,1.2907,1.11982,0.49023,0.59425,0.53896,0.32911,1.28819,1.33492,1.18737,0.00978873,0.00978873,0.00978873
30,4614.49,1.27487,1.28398,1.11726,0.46433,0.57009,0.52428,0.27756,1.672,1.39956,1.36326,0.00977349,0.00977349,0.00977349
31,4765.57,1.27222,1.27876,1.11762,0.49355,0.57545,0.54501,0.32642,1.35877,1.32614,1.2172,0.00975773,0.00975773,0.00975773
32,4916.45,1.2612,1.27881,1.11243,0.47622,0.58865,0.53478,0.30457,1.51974,1.35143,1.2869,0.00974145,0.00974145,0.00974145
33,5068.02,1.26494,1.26731,1.11513,0.48514,0.58304,0.53715,0.30443,1.52076,1.35824,1.28314,0.00972466,0.00972466,0.00972466
34,5220.38,1.26535,1.27094,1.11292,0.46879,0.60244,0.54513,0.31816,1.44512,1.34111,1.24789,0.00970736,0.00970736,0.00970736
35,5372.83,1.25086,1.27011,1.11116,0.49577,0.58569,0.54866,0.31225,1.51152,1.33555,1.28307,0.00968955,0.00968955,0.00968955
36,5524.25,1.26451,1.2601,1.1089,0.49596,0.59078,0.54911,0.30711,1.56338,1.35352,1.30261,0.00967122,0.00967122,0.00967122
37,5674.68,1.25156,1.25829,1.10612,0.50207,0.60636,0.55962,0.32584,1.46285,1.31605,1.26151,0.00965239,0.00965239,0.00965239
38,5827.3,1.25448,1.26246,1.109,0.48714,0.60947,0.55239,0.31877,1.50976,1.32069,1.28116,0.00963306,0.00963306,0.00963306
39,5980.17,1.24921,1.25883,1.10936,0.49628,0.58672,0.54017,0.29774,1.60991,1.34383,1.32659,0.00961322,0.00961322,0.00961322
40,6132.52,1.24538,1.258,1.10777,0.50756,0.59834,0.55816,0.33789,1.36318,1.31288,1.21623,0.00959289,0.00959289,0.00959289
41,6285.96,1.24561,1.26038,1.11022,0.50799,0.58836,0.55586,0.3337,1.3761,1.3163,1.22093,0.00957205,0.00957205,0.00957205
42,6438.34,1.24173,1.25449,1.10419,0.50424,0.6103,0.56749,0.34569,1.34782,1.28145,1.2087,0.00955072,0.00955072,0.00955072
43,6590.91,1.24473,1.24682,1.10363,0.49386,0.58854,0.55023,0.30352,1.59447,1.34501,1.32074,0.00952889,0.00952889,0.00952889
44,6742.2,1.24485,1.25693,1.10798,0.51344,0.6017,0.5645,0.33788,1.37289,1.2918,1.2178,0.00950658,0.00950658,0.00950658
45,6894.23,1.23777,1.25346,1.10315,0.50856,0.59546,0.56375,0.34631,1.30503,1.28571,1.19323,0.00948377,0.00948377,0.00948377
46,7047.46,1.2377,1.24337,1.1024,0.51278,0.59651,0.56727,0.33369,1.42487,1.28792,1.24168,0.00946048,0.00946048,0.00946048
47,7199.92,1.24141,1.23642,1.10119,0.50979,0.60382,0.56618,0.33358,1.43131,1.28531,1.24621,0.00943671,0.00943671,0.00943671
48,7351.46,1.23932,1.23579,1.09985,0.50553,0.60866,0.56665,0.34017,1.38634,1.28829,1.2234,0.00941245,0.00941245,0.00941245
49,7503.61,1.2331,1.24335,1.10173,0.52351,0.58958,0.57168,0.34109,1.3977,1.28356,1.22729,0.00938772,0.00938772,0.00938772
50,7655.74,1.22795,1.23185,1.09968,0.51536,0.60352,0.57683,0.35439,1.28928,1.25921,1.18517,0.00936251,0.00936251,0.00936251
51,7807.99,1.22249,1.22699,1.09703,0.50536,0.60295,0.56855,0.33607,1.43288,1.28925,1.24491,0.00933683,0.00933683,0.00933683
52,7959.44,1.23254,1.23125,1.10132,0.52357,0.60138,0.57617,0.33087,1.51477,1.28395,1.28326,0.00931067,0.00931067,0.00931067
53,8111.19,1.22484,1.23418,1.09782,0.51536,0.59923,0.57444,0.3418,1.40621,1.28171,1.23467,0.00928405,0.00928405,0.00928405
54,8262.78,1.22273,1.22171,1.09126,0.51979,0.60106,0.57653,0.34291,1.39169,1.2751,1.22862,0.00925697,0.00925697,0.00925697
55,8414.3,1.22923,1.21661,1.09768,0.52289,0.59705,0.5738,0.34473,1.37053,1.28269,1.21966,0.00922942,0.00922942,0.00922942
56,8565.28,1.21846,1.21828,1.09458,0.51982,0.60419,0.57667,0.32879,1.51685,1.27491,1.28108,0.00920142,0.00920142,0.00920142
57,8715.65,1.21993,1.2166,1.09169,0.5261,0.60103,0.57477,0.33603,1.44798,1.2739,1.25042,0.00917296,0.00917296,0.00917296
58,8866.44,1.22125,1.21731,1.09856,0.5314,0.60711,0.58667,0.35725,1.32605,1.24786,1.20045,0.00914405,0.00914405,0.00914405
