epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,52.5545,1.51963,1.92634,1.39782,0.32236,0.44976,0.30459,0.15926,1.71755,2.38871,1.41883,0.000550522,0.000550522,0.000550522
2,103.009,1.18642,1.48563,1.15237,0.25765,0.2853,0.21185,0.10551,1.67625,2.43644,1.4317,0.00110612,0.00110612,0.00110612
3,154.697,1.13479,1.45006,1.12921,0.74213,0.35918,0.3016,0.19985,1.2574,inf,1.21634,0.00166145,0.00166145,0.00166145
4,202.786,1.08084,1.37776,1.10467,0.34754,0.44183,0.32796,0.21425,1.16938,1.61466,1.10703,0.00166608,0.00166608,0.00166608
5,249.185,1.0555,1.37649,1.09405,0.39687,0.50705,0.41298,0.27928,1.11746,1.42665,1.08236,0.00166537,0.00166537,0.00166537
6,296.746,1.04072,1.35419,1.08793,0.3406,0.50694,0.40364,0.28317,0.99219,1.42666,1.04169,0.00166446,0.00166446,0.00166446
7,344.721,1.02139,1.32206,1.07899,0.41754,0.49453,0.41871,0.2821,1.04086,1.40263,1.07478,0.00166334,0.00166334,0.00166334
8,391.328,1.01849,1.29712,1.07957,0.37302,0.43933,0.3671,0.24248,1.10514,1.64455,1.08933,0.00166202,0.00166202,0.00166202
9,440.222,0.99793,1.29035,1.06961,0.79992,0.33203,0.35953,0.25417,1.05654,1.66282,1.06351,0.00166049,0.00166049,0.00166049
10,487.424,0.97458,1.29845,1.06049,0.46237,0.49465,0.44091,0.31436,0.98308,1.37929,1.03712,0.00165877,0.00165877,0.00165877
11,534.42,0.97987,1.27397,1.06373,0.41269,0.52378,0.4336,0.26885,1.19841,1.38267,1.1093,0.00165684,0.00165684,0.00165684
12,581.294,0.95805,1.25036,1.05275,0.38595,0.50961,0.4277,0.30427,0.9932,1.31717,1.03271,0.00165471,0.00165471,0.00165471
13,628.397,0.95893,1.24676,1.05292,0.48133,0.53886,0.47879,0.33863,1.00659,1.28958,1.03812,0.00165238,0.00165238,0.00165238
14,676.815,0.95725,1.23748,1.05361,0.46191,0.52778,0.4629,0.33189,0.95674,1.38543,1.02851,0.00164986,0.00164986,0.00164986
15,723.748,0.96319,1.23412,1.05488,0.4865,0.51919,0.46632,0.33991,0.95569,1.32264,1.02178,0.00164713,0.00164713,0.00164713
16,771.048,0.95465,1.2333,1.04898,0.39059,0.5165,0.42363,0.28451,1.1402,1.37008,1.08009,0.0016442,0.0016442,0.0016442
17,819.595,0.93278,1.23253,1.04378,0.44702,0.54305,0.47563,0.33539,1.03325,1.26742,1.04781,0.00164108,0.00164108,0.00164108
18,868.221,0.93768,1.22198,1.04649,0.46082,0.51485,0.46168,0.33839,0.94496,1.28163,1.02702,0.00163775,0.00163775,0.00163775
19,914.985,0.93695,1.2071,1.04184,0.47771,0.51862,0.46972,0.31812,1.07716,1.35874,1.06207,0.00163424,0.00163424,0.00163424
20,962.073,0.92547,1.20758,1.04166,0.47828,0.49225,0.42287,0.2919,1.00665,1.48955,1.05248,0.00163052,0.00163052,0.00163052
21,1007.17,0.93188,1.203,1.04257,0.47499,0.47422,0.43335,0.30683,1.04419,1.55644,1.04817,0.00162661,0.00162661,0.00162661
22,1053.45,0.9286,1.19739,1.04112,0.49631,0.54879,0.50195,0.34899,1.05428,1.25128,1.0516,0.00162251,0.00162251,0.00162251
23,1099.89,0.92495,1.17682,1.03889,0.4746,0.55533,0.48799,0.3531,0.95266,1.23332,1.0169,0.00161822,0.00161822,0.00161822
24,1148.65,0.9202,1.16834,1.03807,0.49383,0.54938,0.48738,0.35274,0.95957,1.2644,1.01592,0.00161373,0.00161373,0.00161373
25,1195.48,0.92828,1.1612,1.03779,0.48341,0.53961,0.49187,0.35761,0.94697,1.24824,1.01277,0.00160905,0.00160905,0.00160905
26,1244.65,0.9116,1.15073,1.03361,0.49281,0.5653,0.51109,0.37137,0.91612,1.1927,1.00956,0.00160419,0.00160419,0.00160419
27,1291.34,0.91321,1.16179,1.0327,0.46425,0.56226,0.48829,0.35055,0.97586,1.23367,1.02455,0.00159913,0.00159913,0.00159913
28,1338.89,0.90616,1.16941,1.03133,0.46671,0.52799,0.46691,0.325,0.99811,1.36025,1.032,0.00159389,0.00159389,0.00159389
29,1384.66,0.91862,1.14998,1.03517,0.49481,0.56841,0.51204,0.37148,0.95035,1.19563,1.01286,0.00158847,0.00158847,0.00158847
